department,cname,score,cls_name,credit,note
CE,材料力學(一),"1.	學期成績計算項目及權重標準如下：
A.	期中考	30%
B.	期末考	40%
C.	平時成績	（包括小考、作業、及出席率）  30%   
2.	考試（Exam 1,Exam 2, ＆ Quiz average）：
期中、期末考均配合學校考試時程。內容包含所有講授內容。小考共二次，目的在培養學生平時複習的學習習慣。小考時間均已排定在課程進度表中。 
3.	隨堂練習：
在課堂講解過程中，遇到適當的題目或基本觀念，當場要求學生作練習或回答，用以測試學生對課程內容的瞭解程度。
4.   建議學生作筆記：建議學生記下授課重點及學生個人聽講心得。",纖複三甲,2.0, 
CE,高分子化學,"Letter or Numerical grades based on homework and exam scores, weighted as follows:
• Class participation	10%
• HW assignment		20%
• Midterm exam		25%
• Oral presentation	35%		
• Final report		10%


Any cheating on requirements will result in a grade of F.",纖複三甲,3.0, 
CE,複合材料製程　,"1.學期成績計算項目及權重標準如下：
A.期中考	30%
B.期末考	35%
C.平時成績	（包括小考、作業、及出席率）  35%   
D.外加分數專題報告   10%
2.考試（Exam 1,Exam 2, ＆ Quiz average）：
期中、期末考均配合學校考試時程。內容包含所有講授內容。小考共二次，目的在培養學生平時複習的學習習慣。小考時間均排定在課程進度表中。 
3.隨堂練習：
在課堂講解過程中，遇到適當的題目或基本觀念，當場要求學生作練習或回答，用以測試學生對課程內容的瞭解程度。
4.建議學生作筆記：建議學生記下授課重點及學生個人聽講心得。
5.培養學生能以口頭方式將所獲結果有效與同學、助教及老師溝通，亦即從題目收集、閱讀與整理、共同討論、解決問題、以及分析討論等。外加分數之專題題目由各組組員及教師共同決定，格式及撰寫細節將在學期中時公布。另團隊合作及學習過程亦將是學習評估的重點。期末專題小組討論記錄需確實保留，助教亦將持續觀察各組進度，並需繳交進度報告。期末專題成果除書面報告外，將安排正式口頭發表。",纖複三甲,2.0, 
CE,熱力學,"midterm exam期中30％ Nov 16 不可用手機 不可翻書 
final exam期末40％ Jan 18 不可用手機 不可翻書   
others 其他30％ 出席、練習、作業
補考: (1)需附 教學醫院診斷證明書 (非就醫證明)  (2) 透過學校正式請假   (3)成績打6折  (4)題目較難 (5) 第一題: 我為何補考",纖複三甲,3.0, 
CE,纖維物理(一),,纖複三甲,2.0, 
CE,纖維染色學,,纖複三甲,2.0, 
CE,纖維製品檢驗實習,"1. 平時成績：25% (含出席學習紀錄、隨堂討論表現)
2. 實驗報告：50%
3. 期末實作考試成績：25%",纖複三甲,2.0, 
CE,工程統計(一),-1,纖複三甲,2.0, 
CE,線性代數及其應用,-1,纖複三甲,2.0,
CE,高等工程數學(一),-1,纖複三甲,2.0, 
CE,創意研發專論,-1,纖複三甲,2.0,
CE,班級活動,,纖複三乙,0.0, 
CE,材料力學(一),"1.	學期成績計算項目及權重標準如下：
A.	期中考	30%
B.	期末考	40%
C.	平時成績	（包括小考、作業、及出席率）  30%   
2.	考試（Exam 1,Exam 2, ＆ Quiz average）：
期中、期末考均配合學校考試時程。內容包含所有講授內容。小考共二次，目的在培養學生平時複習的學習習慣。小考時間均已排定在課程進度表中。 
3.	隨堂練習：
在課堂講解過程中，遇到適當的題目或基本觀念，當場要求學生作練習或回答，用以測試學生對課程內容的瞭解程度。
4.   建議學生作筆記：建議學生記下授課重點及學生個人聽講心得。",纖複三乙,2.0, 
CE,高分子化學,"平時：50%(小考、出席率) 
小考共二次，目的在培養學生平時複習的學習習慣。小考時間均已排定在課程進度表中。 
期中考：25% 
期末考：25% 
期末考均配合學校考試時程。內容包含所有講授內容與教科書中部分教材。",纖複三乙,3.0, 
CE,複合材料製程　,"1.學期成績計算項目及權重標準如下：
A.期中考	30%
B.期末考	35%
C.平時成績	（包括小考、作業、及出席率）  35%   
D.外加分數專題報告   10%
2.考試（Exam 1,Exam 2, ＆ Quiz average）：
期中、期末考均配合學校考試時程。內容包含所有講授內容。小考共二次，目的在培養學生平時複習的學習習慣。小考時間均排定在課程進度表中。 
3.隨堂練習：
在課堂講解過程中，遇到適當的題目或基本觀念，當場要求學生作練習或回答，用以測試學生對課程內容的瞭解程度。
4.建議學生作筆記：建議學生記下授課重點及學生個人聽講心得。
5.培養學生能以口頭方式將所獲結果有效與同學、助教及老師溝通，亦即從題目收集、閱讀與整理、共同討論、解決問題、以及分析討論等。外加分數之專題題目由各組組員及教師共同決定，格式及撰寫細節將在學期中時公布。另團隊合作及學習過程亦將是學習評估的重點。期末專題小組討論記錄需確實保留，助教亦將持續觀察各組進度，並需繳交進度報告。期末專題成果除書面報告外，將安排正式口頭發表。",纖複三乙,2.0, 
CE,熱力學,"1.	學期成績計算項目及權重標準如下：
A.	期中考	30%
B.	期末考	40%
C.	平時成績	（包括小考、作業、及出席率）  30%   
2.	考試（Exam 1,Exam 2, ＆ Quiz average）：
期中、期末考均配合學校考試時程。內容包含所有講授內容。小考共二次，目的在培養學生平時複習的學習習慣。小考時間均已排定在課程進度表中。 
3.	隨堂練習：
在課堂講解過程中，遇到適當的題目或基本觀念，當場要求學生作練習或回答，用以測試學生對課程內容的瞭解程度。
4.   建議學生作筆記：建議學生記下授課重點及學生個人聽講心得。",纖複三乙,3.0, 
CE,纖維物理(一),,纖複三乙,2.0, 
CE,纖維染色學,,纖複三乙,2.0, 
CE,纖維製品檢驗實習,"1. 平時成績：25% (含出席學習紀錄、隨堂討論表現)
2. 實驗報告：50%
3. 期末實作考試成績：25%",纖複三乙,2.0, 
CE,工程統計(一),-1,纖複三乙,2.0, 
CE,線性代數及其應用,-1,纖複三乙,2.0,
CE,高等工程數學(一),-1,纖複三乙,2.0, 
CE,創意研發專論,-1,纖複三乙,2.0,
CE,專題研究討論,"(1)	論文發表 50%
(2)	上課教師 25%
(3)	指導老師 25%",纖複四甲,1.0, 
CE,班級活動,-1,纖複四甲,0.0,
CE,土木用補強材料,-1,纖複四甲,3.0,
CE,有機生醫材料概論,-1,纖複四甲,2.0,
CE,紡織工廠管理與設計,-1,纖複四甲,3.0,
CE,專題研究討論,"(1)	論文發表 50%
(2)	上課教師 25%
(3)	指導老師 25%",纖複四乙,1.0, 
CE,班級活動,-1,纖複四乙,0.0,
CE,土木用補強材料,-1,纖複四乙,3.0,
CE,有機生醫材料概論,-1,纖複四乙,2.0,
CE,紡織工廠管理與設計,-1,纖複四乙,3.0,
CE,班級活動,,機電一甲,0.0, 
CE,體育(一),,機電一甲,0.0, 
CE,工廠加工實務(一),,機電一甲,1.0, 
CE,工程圖學(一),"學期成績計算項目及權重標準如下: 
(1)平時作業成績佔 33.3% 
(2)期中測驗成績佔 33.3% 
(3)期末上機測驗成績佔 33.3%",機電一甲,2.0, 
CE,服務學習,,機電一甲,0.0, 
CE,計算機概論,"講義授課
上機演練
作業
期中考
期末考
點名",機電一甲,2.0, 
CE,微積分(一)實習,,機電一甲,0.0, 
CE,微積分(一),"1.期中考試 30% 
2.期末考試 30% 
3.平時成績 40%",機電一甲,3.0, 
CE,機電概論與工程倫理,"平時成績：20%(作業與出席率等)
期中發表：40%
期末報告：40%",機電一甲,1.0, 
CE,應用力學(一),平時40%(小考加作業)，期中考30%，期末考30%,機電一甲,3.0, 
CE,資訊素養作業二：危機處理分析,,機電一甲,0.0, 
CE,大學國文(一),-1,機電一甲,2.0,
CE,大學國文(一),-1,機電一甲,2.0,
CE,大學國文(一),-1,機電一甲,2.0,
CE,大學國文(一),-1,機電一甲,2.0,
CE,大學國文(一),-1,機電一甲,2.0,
CE,全民國防教育軍事訓練(一),-1,機電一甲,0.0,本課程需配合實施資訊素養作業二--危機處理分析課程，請重補修生掌握相關選課訊息
CE,班級活動,依出席狀況及在校生活行為整體表現,機電一乙,0.0, 
CE,體育(一),"期中成績20%
平時成績40%
期末成績40%",機電一乙,0.0, 
CE,工廠加工實務(一),,機電一乙,1.0, 
CE,工程圖學(一),"學期成績計算項目及權重標準如下: 
(1)平時作業成績佔 33.3%----全學期交圖6次以上 
(2)期中測驗成績佔 33.3% 
(3)期末測驗成績佔 33.3%",機電一乙,2.0, 
CE,服務學習,,機電一乙,0.0, 
CE,計算機概論,"上機演練
期中考
期末考",機電一乙,2.0, 
CE,微積分(一)實習,,機電一乙,0.0, 
CE,微積分(一),"1.期中考試 30% 
2.期末考試 30% 
3.平時成績 40%",機電一乙,3.0, 
CE,機電概論與工程倫理,"平時成績：20%(作業與出席率等)
期中發表：40%
期末報告：40%",機電一乙,1.0, 
CE,應用力學(一),平時30%(小考加作業)，期中考30%，期末考40%,機電一乙,3.0, 
CE,資訊素養作業二：危機處理分析,,機電一乙,0.0, 
CE,大學國文(一),-1,機電一乙,2.0,
CE,大學國文(一),-1,機電一乙,2.0,
CE,大學國文(一),-1,機電一乙,2.0,
CE,大學國文(一),-1,機電一乙,2.0,
CE,大學國文(一),-1,機電一乙,2.0,
CE,全民國防教育軍事訓練(一),-1,機電一乙,0.0,本課程需配合實施資訊素養作業二--危機處理分析課程，請重補修生掌握相關選課訊息
CE,班級活動,,機電一丙,0.0, 
CE,體育(一),,機電一丙,0.0, 
CE,工廠加工實務(一),,機電一丙,1.0, 
CE,工程圖學(一),"學期成績計算項目及權重標準如下: 
(1)平時作業成績佔 33.3%----全學期交圖6次以上 
(2)期中測驗成績佔 33.3% 
(3)期末測驗成績佔 33.3%",機電一丙,2.0, 
CE,服務學習,,機電一丙,0.0, 
CE,計算機概論,"上機考: word (15%), powerpoint (15%), excel  (15%)，上機考無補考，請假需有學校完整程序與證明，可帶A4大抄1張，可正反面寫，不可列印與影印
APP作業 (每次5%，共5次，共25%)
APP期末報告 (1人1組，報告1分鐘，超過1分鐘者扣分，根據困難度，程式邏輯，版面設計評分，20%)，作業與報告於當天課堂上繳交，立即評分，當天下課後無法補交，亦不接受email補交
若有按照學校請假流程且提供正式證明文件，可於請假後一周補交作業，但APP期末報告與期末考無法補交
期末考: 15%(紙筆測驗)，期末考無補考，請假需有學校完整程序與證明，可帶A4手寫大抄1張，可正反面寫，不可列印與影印
問答加分：課堂舉手提問、舉手回答問題，每週最多可加總分1分，私底下到講台前題問無加分",機電一丙,2.0, 
CE,微積分(一)實習,,機電一丙,0.0, 
CE,微積分(一),"期中 30%, 期末 30%, 其他 40% 

期中、期末考均配合學校考試時程。內容包含所有講授內容。 

""其他 40%"" 的內容是: 
實習課(助教上課)(含一次或兩次會考, 小考1~3次, 作業)，
目的在訓練解題技巧及培養學生平時複習的學習習慣。 
大都是讓學生做基本的練習題, 及解答學生的問題.",機電一丙,3.0, 
CE,機電概論與工程倫理,"(1)平常成績 30%
(2)期中成績 40%
(3)期末成績 30%",機電一丙,1.0, 
CE,應用力學(一),平時40%(小考加作業)，期中考30%，期末考30%,機電一丙,3.0, 
CE,資訊素養作業二：危機處理分析,,機電一丙,0.0, 
CE,大學國文(一),-1,機電一丙,2.0,
CE,大學國文(一),-1,機電一丙,2.0,
CE,大學國文(一),-1,機電一丙,2.0,
CE,大學國文(一),-1,機電一丙,2.0,
CE,大學國文(一),-1,機電一丙,2.0,
CE,全民國防教育軍事訓練(一),-1,機電一丙,0.0,本課程需配合實施資訊素養作業二--危機處理分析課程，請重補修生掌握相關選課訊息
CE,班級活動,"學期成績計算項目及權重標準如下： 
a.出席50％ 
b.觀察及討論50％",機電二甲,0.0, 
CE,工程數學(一),,機電二甲,3.0, 
CE,工程材料學(一),"學期成績計算項目及權重標準如下： 
A. Exam 1 (Midterm) 30 % 
B. Exam 2 (Final) 30 % 
C. Quiz and exercise average 40 % 

考試（Exam 1、Exam 2 ＆ Quiz average）： 
期中、期末考配合學校考試時程。考試內容包括上課時講授內容與指定教材內容。小考共4次，目的在養成學生追隨上課進度,日積月累的學習態度與習慣。",機電二甲,2.0, 
CE,材料力學(一),"平時成績(30%):小考+出席
期中考(30%)
期末考(40%)",機電二甲,3.0, 
CE,熱力學(一),"1. 學期成績計算項目及權重標準如下： 
A. Exam 1 (Midterm) 25% 
B. Exam 2 (Final) 30% 
C. Quiz average 45% 
2. 考試（Exam 1、Exam 2 ＆ Quiz average）： 
期中、期末考不可以看書，考的內容主要是上課所講的內容和類似於老師勾選的習題。小考可以看書，主要考一些需要查表的問題。 
每次上課都點名，到課率佔總成績的20％。 
每次上課鼓勵讓同學發問。",機電二甲,3.0, 
CE,機動學(一),,機電二甲,2.0, 
CE,機械畫,"課堂課程：
期中測驗	15% 期末測驗	15% 
零件立體繪圖及三視圖的繪制： 
期中上機考試 15% 期末上機考試 15% 
製圖作業	30% 
出席率	10%",機電二甲,1.0, 
CE,班級活動,依出席狀況及在校生活行為整體表現,機電二乙,0.0, 
CE,工程數學(一),"小考: 40%，共4次，無補考，請假需有學校完整程序與證明，可帶課本，不可交談，不可交換資料，考試時間為下午3:10-5:00，3:40以後不能進場考試，3:40以後才能交卷
期中考: 30%，無補考，請假需有學校完整程序與證明，可帶A4手寫大抄1張，可正反面寫，不可列印與影印，考試時間為下午3:10-5:00，3:40以後不能進場考試，3:40以後才能交卷
期末考: 30%，無補考，請假需有學校完整程序與證明，可帶A4手寫大抄1張，可正反面寫，不可列印與影印，考試時間為下午3:10-5:00，3:40以後不能進場考試，3:40以後才能交卷
問答加分：課堂舉手提問、舉手回答問題，每週最多可加總分1分，私底下到講台前提問無加分，加分後，當天點名不到，取消加分資格",機電二乙,3.0, 
CE,工程材料學(一),,機電二乙,2.0, 
CE,材料力學(一),"平常成績(含小考及出席率) 30%
期中考   30%
期末考   40%",機電二乙,3.0, 
CE,熱力學(一),"1. 學期成績計算項目及權重標準如下： 
A. Exam 1 (Midterm) 25% 
B. Exam 2 (Final) 30% 
C. Quiz average 45% 
2. 考試（Exam 1、Exam 2 ＆ Quiz average）： 
期中、期末考不可以看書，考的內容主要是上課所講的內容和類似於老師勾選的習題。小考可以看書，主要考一些需要查表的問題。 
每次上課都點名，到課率佔總成績的20％。 
每次上課鼓勵讓同學發問。",機電二乙,3.0, 
CE,機動學(一),,機電二乙,2.0, 
CE,機械畫,"作業: 電腦輔助機械製圖丙級試題繪製
 上機考:電腦輔助機械製圖丙級試題繪製
 點名",機電二乙,1.0, 
CE,班級活動,,機電二丙,0.0, 
CE,工程數學(一),"期中考   （30%)
期末考   （40%)
小考四次 及 課堂表現 (30%)",機電二丙,3.0, 
CE,工程材料學(一),,機電二丙,2.0, 
CE,材料力學(一),平時40%(小考加作業)，期中考30%，期末考30%,機電二丙,3.0, 
CE,熱力學(一),"教室授課
 習題研習
 平時成績40%
 期中考30%
 期末考30%",機電二丙,3.0, 
CE,機動學(一),"實作: 40%，三人一組
期中考: 30%，無補考，請假需有學校完整程序與證明，可帶A4大抄1張，可正反面寫，不可列印與影印
期末考: 30%，無補考，請假需有學校完整程序與證明，可帶A4大抄1張，可正反面寫，不可列印與影印
問答加分：課堂舉手提問、舉手回答問題，每週最多可加總分1分，私底下到講台前題問無加分",機電二丙,2.0, 
CE,機械畫,"學期成績計算項目及權重標準如下：
A 紙筆期中考試	10%
B 紙筆期末考試	15%
C上機期末考試	30%
D製圖作業	30%
E出席表現	15%
學科測驗（紙筆期中考試、紙筆期末考試）：
學科測驗均於課堂內隨堂施測，共計二次，包含所有講授內容。目的在於督促學生確實理解授課內容，養成隨時複習的學習習慣；學科測試時間均已排定在課程進度表中。
術科測驗（上機期末考試）：
依據勞委會技術士技能檢定作業及試場規則（電腦輔助機械製圖職類）辦理上機期末考試，試題共計20題，採用順序抽題方式進行測驗，作圖時間3小時，評分標準係參照技能檢定術科測驗評審表進行考評。機械畫期末考試採行勞委會技術士技能檢定作業規範的主要目的是導入國家考試的公正性與公平性，由於機械畫要求學生在實用技能方面較一般專業科目為多，因而要客觀地評價出學生的學習成效，必須以嚴謹的程序方能有效檢出真正可以通過評比者。
製圖作業：
機械畫為一應用科學，同時也為一實用技術，旨在培養學生擁有獨立作業的製圖能力。製圖技能養成的不二法門就是勤加練習，所謂熟能生巧即為相當貼切的描述。為了使學生提升製圖實務能力，將給予大量技能檢定電腦輔助機械製圖術科試題，以供學生充分練習。目的在於協助學生透過識圖與製圖，得以瞭解機械元件和相關原理，進而跨入設計、製造等專業領域。製圖作業每週均有主題，學生必須依據規範確實繪製，並出圖繳交作業（附帶電子檔案），方便客觀評分。",機電二丙,1.0, 
CE,班級活動,,機電三甲,0.0, 
CE,流體力學,"1.Mideterm     30%  
  Final        40%  
  Quiz average 30%
2.期中、期末考配合學校考試時程，範圍包含講授內容和課外補充教材，期中、期 末考前各舉行一次小考，小考的目的在培養學生平時複習和考前模擬測驗。",機電三甲,3.0, 
CE,控制系統(一),"平時成績(30%):小考+出席
期中考(30%)
期末考(40%)",機電三甲,3.0, 
CE,專題實作(一),,機電三甲,1.0, 
CE,機械製造(一),期中考: 30%; 期末考: 30%; 平時考: 40%,機電三甲,2.0, 
CE,機械設計(一),課堂講授、考試、設計專題,機電三甲,3.0, 
CE,機械工程實驗(一),"(1)平時成績 30%
(2)期中成績 30%
(3)期末成績 40%",機電三甲,1.0, 
CE,工廠管理,-1,機電三甲,3.0,
CE,能源工程,-1,機電三甲,3.0,
CE,班級活動,出席狀況。,機電三乙,0.0, 
